"Series","Type","Year","Group","Value","Stdev","Scale"
"EBS_ACLIM_72_BIO_catch_2017","catch","1975","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1976","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1977","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1978","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1979","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1980","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1981","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1982","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1983","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1984","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2016","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2017","Albatross",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1971","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1972","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1973","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1974","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1975","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1976","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1977","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1978","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1979","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1980","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1981","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1982","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1983","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1984","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","Sharks",0,0,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","Sharks",368,36.8,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","Sharks",496,49.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","Sharks",530,53,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","Sharks",590,59,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","Sharks",763,76.3,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","Sharks",1363,136.3,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","Sharks",589,58.9,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","Sharks",515,51.5,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","Sharks",417,41.7,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","Sharks",689,68.9,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","Sharks",332,33.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","Sharks",194,19.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","Sharks",151,15.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","Sharks",60,6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","Sharks",107,10.7,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","Sharks",96,9.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","Sharks",114,11.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","Sharks",138,13.8,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","Sharks",107,10.7,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2016","Sharks",132,13.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2017","Sharks",142,14.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1971","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1972","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1973","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1974","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1975","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1976","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1977","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1978","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1979","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1980","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1981","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1982","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1983","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1984","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2016","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2017","W.pollock_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1971","W.pollock_Adu",1743763,174376.3,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1972","W.pollock_Adu",1874534,187453.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1973","W.pollock_Adu",1758919,175891.9,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1974","W.pollock_Adu",1588390,158839,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1975","W.pollock_Adu",1356736,135673.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1976","W.pollock_Adu",1177822,117782.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1977","W.pollock_Adu",978370,97837,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1978","W.pollock_Adu",979431,97943.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1979","W.pollock_Adu",913881,91388.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1980","W.pollock_Adu",958279,95827.9,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1981","W.pollock_Adu",973505,97350.5,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1982","W.pollock_Adu",955964,95596.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1983","W.pollock_Adu",982363,98236.3,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1984","W.pollock_Adu",1098783,109878.3,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","W.pollock_Adu",1179759,117975.9,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","W.pollock_Adu",1188449,118844.9,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","W.pollock_Adu",1237597,123759.7,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","W.pollock_Adu",1228000,122800,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","W.pollock_Adu",1230000,123000,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","W.pollock_Adu",1353000,135300,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","W.pollock_Adu",1268360,126836,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","W.pollock_Adu",1384376,138437.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","W.pollock_Adu",1301574,130157.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","W.pollock_Adu",1362694,136269.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","W.pollock_Adu",1264578,126457.8,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","W.pollock_Adu",1189296,118929.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","W.pollock_Adu",1115268,111526.8,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","W.pollock_Adu",1101428,110142.8,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","W.pollock_Adu",988703,98870.3,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","W.pollock_Adu",1132736,113273.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","W.pollock_Adu",1387452,138745.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","W.pollock_Adu",1481815,148181.5,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","W.pollock_Adu",1492039,149203.9,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","W.pollock_Adu",1480552,148055.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","W.pollock_Adu",1483022,148302.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","W.pollock_Adu",1488031,148803.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","W.pollock_Adu",1354502,135450.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","W.pollock_Adu",990587,99058.7,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","W.pollock_Adu",810857,81085.7,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","W.pollock_Adu",810390,81039,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","W.pollock_Adu",1199216,119921.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","W.pollock_Adu",1205276,120527.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","W.pollock_Adu",1270823,127082.3,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","W.pollock_Adu",1297846,129784.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","W.pollock_Adu",1322312,132231.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2016","W.pollock_Adu",1353711,135371.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2017","W.pollock_Adu",1356445,135644.5,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1971","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1972","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1973","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1974","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1975","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1976","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1977","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1978","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1979","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1980","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1981","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1982","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1983","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1984","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2016","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2017","P.cod_Juv",NA,NA,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1971","P.cod_Adu",43054,4305.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1972","P.cod_Adu",42905,4290.5,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1973","P.cod_Adu",53386,5338.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1974","P.cod_Adu",62462,6246.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1975","P.cod_Adu",51551,5155.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1976","P.cod_Adu",50481,5048.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1977","P.cod_Adu",33335,3333.5,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1978","P.cod_Adu",42543,4254.3,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1979","P.cod_Adu",33761,3376.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1980","P.cod_Adu",45861,4586.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1981","P.cod_Adu",51996,5199.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1982","P.cod_Adu",55040,5504,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1983","P.cod_Adu",83212,8321.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1984","P.cod_Adu",110944,11094.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1985","P.cod_Adu",132736,13273.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1986","P.cod_Adu",130555,13055.5,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1987","P.cod_Adu",144539,14453.9,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1988","P.cod_Adu",192726,19272.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1989","P.cod_Adu",164800,16480,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1990","P.cod_Adu",162927,16292.7,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1991","P.cod_Adu",165444,16544.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1992","P.cod_Adu",163240,16324,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1993","P.cod_Adu",133156,13315.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1994","P.cod_Adu",174151,17415.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1995","P.cod_Adu",228496,22849.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1996","P.cod_Adu",209201,20920.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1997","P.cod_Adu",209475,20947.5,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1998","P.cod_Adu",160681,16068.1,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","1999","P.cod_Adu",146738,14673.8,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2000","P.cod_Adu",151372,15137.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2001","P.cod_Adu",142452,14245.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2002","P.cod_Adu",166552,16655.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2003","P.cod_Adu",174687,17468.7,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2004","P.cod_Adu",183745,18374.5,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2005","P.cod_Adu",182936,18293.6,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2006","P.cod_Adu",168814,16881.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2007","P.cod_Adu",140129,14012.9,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2008","P.cod_Adu",139802,13980.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2009","P.cod_Adu",147174,14717.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2010","P.cod_Adu",142868,14286.8,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2011","P.cod_Adu",209222,20922.2,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2012","P.cod_Adu",232674,23267.4,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2013","P.cod_Adu",236700,23670,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2014","P.cod_Adu",238735,23873.5,2.14e-06
"EBS_ACLIM_72_BIO_catch_2017","catch","2015","P.cod_Adu",232832,23283.2,2.14e-06
